score;completeness;rescuebot_action;rescuebot_location;alice_action;alice_location;world_nr;tick_nr
0;0.0;CarryObject;(14, 8);RemoveObject;(9, 6);1;996
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;997
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;998
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;999
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;1000
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;1001
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;1002
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;1003
0;0.0;MoveNorthEast;(14, 8);RemoveObject;(9, 6);1;1004
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1005
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1006
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1007
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1008
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1009
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1010
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1011
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1012
0;0.0;MoveNorthEast;(15, 7);RemoveObject;(9, 6);1;1013
0;0.0;MoveNorthEast;(16, 6);RemoveObject;(9, 6);1;1014
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1015
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1016
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1017
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1018
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1019
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1020
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1021
0;0.0;MoveEast;(16, 6);RemoveObject;(9, 6);1;1022
0;0.0;MoveEast;(17, 6);RemoveObject;(9, 6);1;1023
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1024
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1025
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1026
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1027
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1028
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1029
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1030
0;0.0;MoveSouthEast;(17, 6);RemoveObject;(9, 6);1;1031
0;0.0;MoveSouthEast;(18, 7);RemoveObject;(9, 6);1;1032
0;0.0;MoveSouthEast;(18, 7);RemoveObject;(9, 6);1;1033
0;0.0;MoveSouthEast;(18, 7);RemoveObject;(9, 6);1;1034
0;0.0;MoveSouthEast;(18, 7);RemoveObject;(9, 6);1;1035
0;0.0;MoveSouthEast;(18, 7);RemoveObject;(9, 6);1;1036
0;0.0;MoveSouthEast;(18, 7);;(9, 6);1;1037
0;0.0;MoveSouthEast;(18, 7);;(9, 6);1;1038
0;0.0;MoveSouthEast;(18, 7);;(9, 6);1;1039
0;0.0;MoveSouthEast;(18, 7);;(9, 6);1;1040
0;0.0;MoveSouthEast;(19, 8);MoveWest;(8, 6);1;1041
0;0.0;MoveSouthEast;(19, 8);;(8, 6);1;1042
0;0.0;MoveSouthEast;(19, 8);MoveWest;(7, 6);1;1043
0;0.0;MoveSouthEast;(19, 8);;(7, 6);1;1044
0;0.0;MoveSouthEast;(19, 8);MoveWest;(6, 6);1;1045
0;0.0;MoveSouthEast;(19, 8);;(6, 6);1;1046
0;0.0;MoveSouthEast;(19, 8);;(6, 6);1;1047
0;0.0;MoveSouthEast;(19, 8);MoveWest;(5, 6);1;1048
0;0.0;MoveSouthEast;(19, 8);;(5, 6);1;1049
0;0.0;MoveSouthEast;(19, 8);MoveEast;(6, 6);1;1050
0;0.0;MoveSouthEast;(19, 8);;(6, 6);1;1051
0;0.0;MoveSouthEast;(19, 8);MoveEast;(7, 6);1;1052
0;0.0;MoveSouthEast;(19, 8);;(7, 6);1;1053
0;0.0;MoveSouthEast;(19, 8);MoveEast;(8, 6);1;1054
0;0.0;MoveSouthEast;(20, 9);;(8, 6);1;1055
0;0.0;MoveSouthEast;(20, 9);MoveEast;(9, 6);1;1056
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1057
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1058
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1059
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1060
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1061
0;0.0;MoveSouthEast;(20, 9);;(9, 6);1;1062
0;0.0;MoveSouthEast;(20, 9);MoveSouth;(9, 7);1;1063
0;0.0;MoveSouthEast;(21, 10);;(9, 7);1;1064
0;0.0;MoveSouthEast;(21, 10);MoveSouth;(9, 8);1;1065
0;0.0;MoveSouthEast;(21, 10);;(9, 8);1;1066
0;0.0;MoveSouthEast;(21, 10);MoveSouth;(9, 9);1;1067
0;0.0;MoveSouthEast;(21, 10);;(9, 9);1;1068
0;0.0;MoveSouthEast;(21, 10);;(9, 9);1;1069
0;0.0;MoveSouthEast;(21, 10);;(9, 9);1;1070
0;0.0;MoveSouthEast;(21, 10);;(9, 9);1;1071
0;0.0;MoveSouthEast;(21, 10);;(9, 9);1;1072
0;0.0;MoveSouthEast;(22, 11);;(9, 9);1;1073
0;0.0;MoveSouth;(22, 11);;(9, 9);1;1074
0;0.0;MoveSouth;(22, 11);;(9, 9);1;1075
0;0.0;MoveSouth;(22, 11);MoveNorth;(9, 8);1;1076
0;0.0;MoveSouth;(22, 11);;(9, 8);1;1077
0;0.0;MoveSouth;(22, 11);MoveNorth;(9, 7);1;1078
0;0.0;MoveSouth;(22, 11);;(9, 7);1;1079
0;0.0;MoveSouth;(22, 11);MoveNorth;(9, 6);1;1080
0;0.0;MoveSouth;(22, 11);;(9, 6);1;1081
0;0.0;MoveSouth;(22, 12);;(9, 6);1;1082
0;0.0;MoveSouth;(22, 12);;(9, 6);1;1083
0;0.0;MoveSouth;(22, 12);;(9, 6);1;1084
0;0.0;MoveSouth;(22, 12);MoveNorth;(9, 5);1;1085
0;0.0;MoveSouth;(22, 12);;(9, 5);1;1086
0;0.0;MoveSouth;(22, 12);MoveNorth;(9, 4);1;1087
0;0.0;MoveSouth;(22, 12);;(9, 4);1;1088
0;0.0;MoveSouth;(22, 12);MoveNorth;(9, 3);1;1089
0;0.0;MoveSouth;(22, 12);;(9, 3);1;1090
0;0.0;MoveSouth;(22, 13);MoveNorth;(9, 2);1;1091
0;0.0;MoveSouthEast;(22, 13);;(9, 2);1;1092
0;0.0;MoveSouthEast;(22, 13);;(9, 2);1;1093
0;0.0;MoveSouthEast;(22, 13);;(9, 2);1;1094
0;0.0;MoveSouthEast;(22, 13);MoveNorth;(9, 2);1;1095
0;0.0;MoveSouthEast;(22, 13);;(9, 2);1;1096
0;0.0;MoveSouthEast;(22, 13);;(9, 2);1;1097
0;0.0;MoveSouthEast;(22, 13);MoveSouth;(9, 3);1;1098
0;0.0;MoveSouthEast;(22, 13);;(9, 3);1;1099
0;0.0;MoveSouthEast;(23, 14);MoveSouth;(9, 4);1;1100
0;0.0;Drop;(23, 14);;(9, 4);1;1101
0;0.0;Drop;(23, 14);MoveSouth;(9, 5);1;1102
0;0.0;Drop;(23, 14);;(9, 5);1;1103
0;0.0;Drop;(23, 14);MoveSouth;(9, 6);1;1104
0;0.0;Drop;(23, 14);;(9, 6);1;1105
0;0.0;Drop;(23, 14);;(9, 6);1;1106
0;0.0;Drop;(23, 14);;(9, 6);1;1107
0;0.0;Drop;(23, 14);;(9, 6);1;1108
3;0.125;Drop;(23, 14);;(9, 6);1;1109
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1110
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1111
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1112
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1113
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1114
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1115
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1116
3;0.125;MoveSouthWest;(23, 14);;(9, 6);1;1117
3;0.125;MoveSouthWest;(22, 15);;(9, 6);1;1118
3;0.125;MoveSouth;(22, 15);;(9, 6);1;1119
3;0.125;MoveSouth;(22, 15);MoveWest;(8, 6);1;1120
3;0.125;MoveSouth;(22, 15);;(8, 6);1;1121
3;0.125;MoveSouth;(22, 15);MoveWest;(7, 6);1;1122
3;0.125;MoveSouth;(22, 15);;(7, 6);1;1123
3;0.125;MoveSouth;(22, 15);;(7, 6);1;1124
3;0.125;MoveSouth;(22, 15);MoveWest;(6, 6);1;1125
3;0.125;MoveSouth;(22, 15);;(6, 6);1;1126
3;0.125;MoveSouth;(22, 16);;(6, 6);1;1127
3;0.125;MoveSouthWest;(22, 16);;(6, 6);1;1128
3;0.125;MoveSouthWest;(22, 16);;(6, 6);1;1129
3;0.125;MoveSouthWest;(22, 16);MoveSouth;(6, 7);1;1130
3;0.125;MoveSouthWest;(22, 16);;(6, 7);1;1131
3;0.125;MoveSouthWest;(22, 16);;(6, 7);1;1132
3;0.125;MoveSouthWest;(22, 16);;(6, 7);1;1133
3;0.125;MoveSouthWest;(22, 16);MoveSouth;(6, 8);1;1134
3;0.125;MoveSouthWest;(22, 16);MoveSouth;(6, 9);1;1135
3;0.125;MoveSouthWest;(21, 17);MoveSouth;(6, 10);1;1136
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 11);1;1137
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1138
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1139
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1140
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1141
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1142
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 12);1;1143
3;0.125;MoveSouth;(21, 17);MoveSouth;(6, 13);1;1144
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 13);1;1145
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 13);1;1146
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 13);1;1147
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 13);1;1148
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 13);1;1149
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 14);1;1150
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 14);1;1151
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 14);1;1152
3;0.125;MoveSouth;(21, 18);MoveSouth;(6, 14);1;1153
3;0.125;MoveSouth;(21, 19);MoveSouth;(6, 14);1;1154
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 14);1;1155
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1156
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1157
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1158
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1159
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1160
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 15);1;1161
3;0.125;MoveSouthWest;(21, 19);MoveSouth;(6, 16);1;1162
3;0.125;MoveSouthWest;(20, 20);MoveSouth;(6, 16);1;1163
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 16);1;1164
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 16);1;1165
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 16);1;1166
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 16);1;1167
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 17);1;1168
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 17);1;1169
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 17);1;1170
3;0.125;MoveSouthEast;(20, 20);MoveSouth;(6, 17);1;1171
3;0.125;MoveSouthEast;(21, 21);MoveSouth;(6, 17);1;1172
3;0.125;MoveNorthEast;(21, 21);MoveSouth;(6, 17);1;1173
3;0.125;MoveNorthEast;(21, 21);MoveSouth;(6, 18);1;1174
3;0.125;MoveNorthEast;(21, 21);MoveSouth;(6, 19);1;1175
3;0.125;MoveNorthEast;(21, 21);;(6, 19);1;1176
3;0.125;MoveNorthEast;(21, 21);;(6, 19);1;1177
3;0.125;MoveNorthEast;(21, 21);;(6, 19);1;1178
3;0.125;MoveNorthEast;(21, 21);;(6, 19);1;1179
3;0.125;MoveNorthEast;(21, 21);;(6, 19);1;1180
3;0.125;MoveNorthEast;(22, 20);;(6, 19);1;1181
3;0.125;Idle;(22, 20);MoveNorth;(6, 18);1;1182
3;0.125;Idle;(22, 20);;(6, 18);1;1183
3;0.125;Idle;(22, 20);;(6, 18);1;1184
3;0.125;Idle;(22, 20);MoveWest;(5, 18);1;1185
3;0.125;Idle;(22, 20);MoveWest;(4, 18);1;1186
3;0.125;Idle;(22, 20);;(4, 18);1;1187
3;0.125;Idle;(22, 20);MoveWest;(3, 18);1;1188
3;0.125;Idle;(22, 20);;(3, 18);1;1189
3;0.125;Idle;(22, 20);;(3, 18);1;1190
3;0.125;Idle;(22, 20);;(3, 18);1;1191
3;0.125;Idle;(22, 20);;(3, 18);1;1192
3;0.125;Idle;(22, 20);;(3, 18);1;1193
3;0.125;Idle;(22, 20);MoveSouth;(3, 19);1;1194
3;0.125;Idle;(22, 20);;(3, 19);1;1195
3;0.125;Idle;(22, 20);MoveSouth;(3, 20);1;1196
3;0.125;Idle;(22, 20);;(3, 20);1;1197
3;0.125;Idle;(22, 20);;(3, 20);1;1198
3;0.125;Idle;(22, 20);;(3, 20);1;1199
3;0.125;Idle;(22, 20);;(3, 20);1;1200
3;0.125;Idle;(22, 20);;(3, 20);1;1201
3;0.125;Idle;(22, 20);MoveSouth;(3, 21);1;1202
3;0.125;Idle;(22, 20);;(3, 21);1;1203
3;0.125;Idle;(22, 20);;(3, 21);1;1204
3;0.125;Idle;(22, 20);;(3, 21);1;1205
3;0.125;Idle;(22, 20);;(3, 21);1;1206
3;0.125;Idle;(22, 20);MoveEast;(4, 21);1;1207
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1208
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1209
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1210
3;0.125;MoveNorthWest;(22, 20);CarryObject;(4, 21);1;1211
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1212
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1213
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1214
3;0.125;MoveNorthWest;(22, 20);;(4, 21);1;1215
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1216
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1217
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1218
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1219
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1220
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1221
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1222
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1223
3;0.125;MoveNorthWest;(21, 19);;(4, 21);1;1224
3;0.125;MoveNorthWest;(20, 18);;(4, 21);1;1225
3;0.125;MoveWest;(20, 18);MoveWest;(3, 21);1;1226
3;0.125;MoveWest;(20, 18);;(3, 21);1;1227
3;0.125;MoveWest;(20, 18);MoveNorth;(3, 20);1;1228
3;0.125;MoveWest;(20, 18);;(3, 20);1;1229
3;0.125;MoveWest;(20, 18);;(3, 20);1;1230
3;0.125;MoveWest;(20, 18);MoveNorth;(3, 19);1;1231
3;0.125;MoveWest;(20, 18);;(3, 19);1;1232
3;0.125;MoveWest;(20, 18);;(3, 19);1;1233
3;0.125;MoveWest;(20, 18);;(3, 19);1;1234
3;0.125;MoveWest;(20, 18);MoveNorth;(3, 18);1;1235
3;0.125;MoveWest;(20, 18);;(3, 18);1;1236
3;0.125;MoveWest;(20, 18);;(3, 18);1;1237
3;0.125;MoveWest;(20, 18);MoveEast;(4, 18);1;1238
3;0.125;MoveWest;(19, 18);;(4, 18);1;1239
3;0.125;MoveWest;(19, 18);;(4, 18);1;1240
3;0.125;MoveWest;(19, 18);;(4, 18);1;1241
3;0.125;MoveWest;(19, 18);;(4, 18);1;1242
3;0.125;MoveWest;(19, 18);;(4, 18);1;1243
3;0.125;MoveWest;(19, 18);MoveEast;(5, 18);1;1244
3;0.125;MoveWest;(19, 18);;(5, 18);1;1245
3;0.125;MoveWest;(19, 18);MoveEast;(6, 18);1;1246
3;0.125;MoveWest;(19, 18);;(6, 18);1;1247
3;0.125;MoveWest;(18, 18);;(6, 18);1;1248
3;0.125;MoveWest;(18, 18);MoveEast;(7, 18);1;1249
3;0.125;MoveWest;(18, 18);;(7, 18);1;1250
3;0.125;MoveWest;(18, 18);MoveEast;(8, 18);1;1251
3;0.125;MoveWest;(18, 18);;(8, 18);1;1252
3;0.125;MoveWest;(18, 18);MoveEast;(9, 18);1;1253
3;0.125;MoveWest;(18, 18);;(9, 18);1;1254
3;0.125;MoveWest;(18, 18);;(9, 18);1;1255
3;0.125;MoveWest;(18, 18);;(9, 18);1;1256
3;0.125;MoveWest;(17, 18);MoveEast;(10, 18);1;1257
3;0.125;MoveWest;(17, 18);;(10, 18);1;1258
3;0.125;MoveWest;(17, 18);;(10, 18);1;1259
3;0.125;MoveWest;(17, 18);;(10, 18);1;1260
3;0.125;MoveWest;(17, 18);;(10, 18);1;1261
3;0.125;MoveWest;(17, 18);;(10, 18);1;1262
3;0.125;MoveWest;(17, 18);MoveNorth;(10, 18);1;1263
3;0.125;MoveWest;(17, 18);MoveNorth;(10, 18);1;1264
3;0.125;MoveWest;(17, 18);MoveNorth;(10, 18);1;1265
3;0.125;MoveWest;(16, 18);MoveNorth;(10, 18);1;1266
3;0.125;MoveWest;(16, 18);MoveNorth;(10, 18);1;1267
3;0.125;MoveWest;(16, 18);MoveNorth;(10, 17);1;1268
3;0.125;MoveWest;(16, 18);;(10, 17);1;1269
3;0.125;MoveWest;(16, 18);MoveEast;(11, 17);1;1270
3;0.125;MoveWest;(16, 18);;(11, 17);1;1271
3;0.125;MoveWest;(16, 18);;(11, 17);1;1272
3;0.125;MoveWest;(16, 18);MoveEast;(12, 17);1;1273
3;0.125;MoveWest;(16, 18);;(12, 17);1;1274
3;0.125;MoveWest;(15, 18);;(12, 17);1;1275
3;0.125;RemoveObject;(15, 18);MoveNorth;(12, 16);1;1276
3;0.125;RemoveObject;(15, 18);;(12, 16);1;1277
3;0.125;RemoveObject;(15, 18);;(12, 16);1;1278
3;0.125;RemoveObject;(15, 18);MoveNorth;(12, 15);1;1279
3;0.125;RemoveObject;(15, 18);MoveNorth;(12, 14);1;1280
3;0.125;RemoveObject;(15, 18);;(12, 14);1;1281
3;0.125;RemoveObject;(15, 18);MoveNorth;(12, 13);1;1282
3;0.125;RemoveObject;(15, 18);;(12, 13);1;1283
3;0.125;RemoveObject;(15, 18);;(12, 13);1;1284
3;0.125;RemoveObject;(15, 18);;(12, 13);1;1285
3;0.125;RemoveObject;(15, 18);MoveNorth;(12, 12);1;1286
3;0.125;RemoveObject;(15, 18);;(12, 12);1;1287
3;0.125;RemoveObject;(15, 18);;(12, 12);1;1288
3;0.125;RemoveObject;(15, 18);MoveEast;(13, 12);1;1289
3;0.125;RemoveObject;(15, 18);;(13, 12);1;1290
3;0.125;RemoveObject;(15, 18);;(13, 12);1;1291
3;0.125;RemoveObject;(15, 18);;(13, 12);1;1292
3;0.125;RemoveObject;(15, 18);;(13, 12);1;1293
3;0.125;RemoveObject;(15, 18);MoveEast;(14, 12);1;1294
3;0.125;RemoveObject;(15, 18);MoveEast;(15, 12);1;1295
3;0.125;RemoveObject;(15, 18);MoveEast;(16, 12);1;1296
3;0.125;RemoveObject;(15, 18);MoveEast;(17, 12);1;1297
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1298
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1299
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1300
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1301
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1302
3;0.125;RemoveObject;(15, 18);MoveEast;(18, 12);1;1303
3;0.125;RemoveObject;(15, 18);MoveEast;(19, 12);1;1304
3;0.125;RemoveObject;(15, 18);MoveEast;(20, 12);1;1305
3;0.125;RemoveObject;(15, 18);MoveEast;(21, 12);1;1306
3;0.125;RemoveObject;(15, 18);MoveEast;(22, 12);1;1307
3;0.125;RemoveObject;(15, 18);MoveEast;(23, 12);1;1308
3;0.125;RemoveObject;(15, 18);MoveEast;(23, 12);1;1309
3;0.125;RemoveObject;(15, 18);;(23, 12);1;1310
3;0.125;RemoveObject;(15, 18);;(23, 12);1;1311
3;0.125;RemoveObject;(15, 18);;(23, 12);1;1312
3;0.125;RemoveObject;(15, 18);;(23, 12);1;1313
3;0.125;RemoveObject;(15, 18);MoveSouth;(23, 13);1;1314
3;0.125;RemoveObject;(15, 18);;(23, 13);1;1315
3;0.125;RemoveObject;(15, 18);;(23, 13);1;1316
3;0.125;RemoveObject;(15, 18);MoveSouth;(23, 14);1;1317
3;0.125;RemoveObject;(15, 18);;(23, 14);1;1318
3;0.125;RemoveObject;(15, 18);;(23, 14);1;1319
3;0.125;RemoveObject;(15, 18);;(23, 14);1;1320
3;0.125;RemoveObject;(15, 18);;(23, 14);1;1321
3;0.125;RemoveObject;(15, 18);MoveSouth;(23, 15);1;1322
3;0.125;RemoveObject;(15, 18);;(23, 15);1;1323
3;0.125;RemoveObject;(15, 18);;(23, 15);1;1324
3;0.125;RemoveObject;(15, 18);;(23, 15);1;1325
3;0.125;RemoveObject;(15, 18);;(23, 15);1;1326
3;0.125;RemoveObject;(15, 18);;(23, 15);1;1327
6;0.25;RemoveObject;(15, 18);Drop;(23, 15);1;1328
6;0.25;RemoveObject;(15, 18);;(23, 15);1;1329
6;0.25;RemoveObject;(15, 18);;(23, 15);1;1330
6;0.25;RemoveObject;(15, 18);;(23, 15);1;1331
6;0.25;RemoveObject;(15, 18);;(23, 15);1;1332
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 14);1;1333
6;0.25;RemoveObject;(15, 18);;(23, 14);1;1334
6;0.25;RemoveObject;(15, 18);;(23, 14);1;1335
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 13);1;1336
6;0.25;RemoveObject;(15, 18);;(23, 13);1;1337
6;0.25;RemoveObject;(15, 18);;(23, 13);1;1338
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 12);1;1339
6;0.25;RemoveObject;(15, 18);;(23, 12);1;1340
6;0.25;RemoveObject;(15, 18);;(23, 12);1;1341
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 11);1;1342
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1343
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1344
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1345
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1346
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1347
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1348
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 10);1;1349
6;0.25;RemoveObject;(15, 18);;(23, 10);1;1350
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 9);1;1351
6;0.25;RemoveObject;(15, 18);;(23, 9);1;1352
6;0.25;RemoveObject;(15, 18);;(23, 9);1;1353
6;0.25;RemoveObject;(15, 18);MoveNorth;(23, 8);1;1354
6;0.25;RemoveObject;(15, 18);;(23, 8);1;1355
6;0.25;RemoveObject;(15, 18);;(23, 8);1;1356
6;0.25;RemoveObject;(15, 18);MoveSouth;(23, 9);1;1357
6;0.25;RemoveObject;(15, 18);;(23, 9);1;1358
6;0.25;RemoveObject;(15, 18);MoveSouth;(23, 10);1;1359
6;0.25;RemoveObject;(15, 18);;(23, 10);1;1360
6;0.25;RemoveObject;(15, 18);MoveSouth;(23, 11);1;1361
6;0.25;RemoveObject;(15, 18);;(23, 11);1;1362
6;0.25;RemoveObject;(15, 18);MoveSouth;(23, 12);1;1363
6;0.25;RemoveObject;(15, 18);;(23, 12);1;1364
6;0.25;RemoveObject;(15, 18);MoveSouth;(23, 13);1;1365
6;0.25;RemoveObject;(15, 18);;(23, 13);1;1366
6;0.25;RemoveObject;(15, 18);;(23, 13);1;1367
6;0.25;RemoveObject;(15, 18);MoveWest;(22, 13);1;1368
6;0.25;RemoveObject;(15, 18);;(22, 13);1;1369
6;0.25;RemoveObject;(15, 18);;(22, 13);1;1370
6;0.25;RemoveObject;(15, 18);MoveSouth;(22, 14);1;1371
6;0.25;RemoveObject;(15, 18);;(22, 14);1;1372
6;0.25;RemoveObject;(15, 18);MoveWest;(21, 14);1;1373
6;0.25;RemoveObject;(15, 18);MoveSouth;(21, 15);1;1374
6;0.25;RemoveObject;(15, 18);;(21, 15);1;1375
6;0.25;RemoveObject;(15, 18);MoveWest;(20, 15);1;1376
6;0.25;MoveSouth;(15, 18);MoveSouth;(20, 16);1;1377
6;0.25;MoveSouth;(15, 18);;(20, 16);1;1378
6;0.25;MoveSouth;(15, 18);MoveWest;(19, 16);1;1379
6;0.25;MoveSouth;(15, 18);;(19, 16);1;1380
6;0.25;MoveSouth;(15, 18);MoveSouth;(19, 17);1;1381
6;0.25;MoveSouth;(15, 18);;(19, 17);1;1382
6;0.25;MoveSouth;(15, 18);MoveWest;(19, 17);1;1383
6;0.25;MoveSouth;(15, 18);MoveWest;(19, 17);1;1384
6;0.25;MoveSouth;(15, 19);MoveWest;(19, 17);1;1385
6;0.25;MoveSouthWest;(15, 19);MoveWest;(19, 17);1;1386
6;0.25;MoveSouthWest;(15, 19);MoveWest;(19, 17);1;1387
6;0.25;MoveSouthWest;(15, 19);MoveWest;(18, 17);1;1388
6;0.25;MoveSouthWest;(15, 19);MoveSouth;(18, 17);1;1389
6;0.25;MoveSouthWest;(15, 19);MoveSouth;(18, 17);1;1390
6;0.25;MoveSouthWest;(15, 19);MoveSouth;(18, 17);1;1391
6;0.25;MoveSouthWest;(15, 19);MoveSouth;(18, 17);1;1392
6;0.25;MoveSouthWest;(15, 19);MoveSouth;(18, 17);1;1393
6;0.25;MoveSouthWest;(14, 20);MoveSouth;(18, 18);1;1394
6;0.25;MoveSouthEast;(14, 20);MoveSouth;(18, 19);1;1395
6;0.25;MoveSouthEast;(14, 20);;(18, 19);1;1396
6;0.25;MoveSouthEast;(14, 20);MoveWest;(18, 19);1;1397
6;0.25;MoveSouthEast;(14, 20);;(18, 19);1;1398
6;0.25;MoveSouthEast;(14, 20);MoveWest;(18, 19);1;1399
6;0.25;MoveSouthEast;(14, 20);;(18, 19);1;1400
6;0.25;MoveSouthEast;(14, 20);MoveNorth;(18, 18);1;1401
6;0.25;MoveSouthEast;(14, 20);;(18, 18);1;1402
6;0.25;MoveSouthEast;(15, 21);MoveWest;(17, 18);1;1403
